gene alpha_original SE_original P_original N_original Phet_original alpha SE P Nend Phet
ENSG00000012983 -0.10529 0.03515 0.00274 123 0.998 -0.10529 0.03515 0.00274 123 0.998
ENSG00000013016 0.01522 0.03522 0.666 123 0.404 0.01522 0.03522 0.666 123 0.404
ENSG00000013275 0.01857 0.03519 0.598 124 0.906 0.01857 0.03519 0.598 124 0.906
ENSG00000013288 0.02302 0.03534 0.515 121 0.998 0.02302 0.03534 0.515 121 0.998
ENSG00000013306 0.00976 0.03552 0.783 121 0.531 0.00976 0.03552 0.783 121 0.531
ENSG00000013364 0.06167 0.03585 0.0854 120 0.91 0.06167 0.03585 0.0854 120 0.91
ENSG00000013374 0.00249 0.03595 0.945 118 0.612 0.00249 0.03595 0.945 118 0.612
ENSG00000013375 0.00071 0.03539 0.984 122 0.963 0.00071 0.03539 0.984 122 0.963
ENSG00000013392 0.02576 0.03509 0.463 123 0.983 0.02576 0.03509 0.463 123 0.983
ENSG00000013441 -0.04948 0.03535 0.162 121 0.744 -0.04948 0.03535 0.162 121 0.744
ENSG00000013503 0.00542 0.03507 0.877 124 0.898 0.00542 0.03507 0.877 124 0.898
ENSG00000013523 -0.01259 0.03816 0.742 127 0.991 -0.01259 0.03816 0.742 127 0.991
ENSG00000013561 -0.02806 0.03629 0.439 124 0.395 -0.02806 0.03629 0.439 124 0.395
ENSG00000013563 -0.05736 0.07004 0.413 95 1 -0.05736 0.07004 0.413 95 1
ENSG00000013573 0.00443 0.03897 0.909 117 0.759 0.00443 0.03897 0.909 117 0.759
ENSG00000013583 0.00836 0.03842 0.828 122 0.964 0.00836 0.03842 0.828 122 0.964
ENSG00000013619 -0.02878 0.06909 0.677 99 1 -0.02878 0.06909 0.677 99 1
ENSG00000013725 0.02964 0.03629 0.414 115 0.441 0.02964 0.03629 0.414 115 0.441
ENSG00000013810 0.09092 0.05408 0.0927 108 1 0.09092 0.05408 0.0927 108 1
ENSG00000014123 -0.0314 0.04022 0.435 113 0.912 -0.0314 0.04022 0.435 113 0.912
ENSG00000014138 -0.05412 0.03529 0.125 121 0.988 -0.05412 0.03529 0.125 121 0.988
ENSG00000014164 -0.02707 0.03491 0.438 128 0.989 -0.02707 0.03491 0.438 128 0.989
ENSG00000014216 -0.025 0.03537 0.48 121 0.782 -0.025 0.03537 0.48 121 0.782
ENSG00000014257 -0.00732 0.03527 0.836 122 0.953 -0.00732 0.03527 0.836 122 0.953
ENSG00000014641 0.03938 0.05467 0.471 108 1 0.03938 0.05467 0.471 108 1
ENSG00000014824 -0.01212 0.03605 0.737 120 0.939 -0.01212 0.03605 0.737 120 0.939
ENSG00000014914 0.02948 0.03756 0.433 120 0.181 0.02948 0.03756 0.433 120 0.181
ENSG00000014919 0.02215 0.03513 0.528 125 0.811 0.02215 0.03513 0.528 125 0.811
ENSG00000015133 -0.02987 0.03897 0.443 120 0.994 -0.02987 0.03897 0.443 120 0.994
ENSG00000015153 -0.00815 0.03564 0.819 119 0.924 -0.00815 0.03564 0.819 119 0.924
ENSG00000015171 -0.01647 0.0353 0.641 124 0.995 -0.01647 0.0353 0.641 124 0.995
ENSG00000015285 0.06392 0.06848 0.351 102 1 0.06392 0.06848 0.351 102 1
ENSG00000015475 0.03167 0.03555 0.373 121 0.998 0.03167 0.03555 0.373 121 0.998
ENSG00000015479 0.02293 0.03566 0.52 118 0.663 0.02293 0.03566 0.52 118 0.663
ENSG00000015520 0.03879 0.03694 0.294 117 0.983 0.03879 0.03694 0.294 117 0.983
ENSG00000015532 0.02648 0.03524 0.452 122 0.767 0.02648 0.03524 0.452 122 0.767
ENSG00000015676 -0.0162 0.03508 0.644 125 0.959 -0.0162 0.03508 0.644 125 0.959
ENSG00000016391 7e-04 0.03924 0.986 121 0.747 7e-04 0.03924 0.986 121 0.747
ENSG00000016864 -0.00156 0.03889 0.968 121 0.993 -0.00156 0.03889 0.968 121 0.993
ENSG00000017260 -0.01867 0.03512 0.595 124 0.707 -0.01867 0.03512 0.595 124 0.707
ENSG00000017373 0.05971 0.0588 0.31 109 1 0.05971 0.0588 0.31 109 1
ENSG00000017427 -0.05898 0.03556 0.0971 120 0.845 -0.05898 0.03556 0.0971 120 0.845
ENSG00000017483 5e-05 0.07172 0.999 88 1 5e-05 0.07172 0.999 88 1
ENSG00000017621 -0.00132 0.06818 0.985 104 1 -0.00132 0.06818 0.985 104 1
ENSG00000017797 0.0097 0.03498 0.781 125 0.976 0.0097 0.03498 0.781 125 0.976
ENSG00000018189 0.06177 0.03495 0.0771 126 0.842 0.06177 0.03495 0.0771 126 0.842
ENSG00000018280 0.03435 0.03526 0.33 122 0.819 0.03435 0.03526 0.33 122 0.819
ENSG00000018408 -0.03417 0.03561 0.337 123 0.999 -0.03417 0.03561 0.337 123 0.999
ENSG00000018510 -0.03481 0.0354 0.325 122 0.977 -0.03481 0.0354 0.325 122 0.977
ENSG00000018610 0.02677 0.06979 0.701 97 1 0.02677 0.06979 0.701 97 1
ENSG00000018699 -0.01528 0.03812 0.689 123 0.117 -0.01528 0.03812 0.689 123 0.117
ENSG00000018869 0.00643 0.03554 0.856 120 0.763 0.00643 0.03554 0.856 120 0.763
ENSG00000019102 -0.01226 0.03518 0.728 122 0.934 -0.01226 0.03518 0.728 122 0.934
ENSG00000019144 -0.03953 0.03543 0.265 120 0.644 -0.03953 0.03543 0.265 120 0.644
ENSG00000019169 0.04752 0.03646 0.192 117 0.409 0.04752 0.03646 0.192 117 0.409
ENSG00000019186 0.06104 0.03611 0.091 122 0.984 0.06104 0.03611 0.091 122 0.984
ENSG00000019485 0.01345 0.03588 0.708 121 0.997 0.01345 0.03588 0.708 121 0.997
ENSG00000019582 -0.073 0.03608 0.043 115 0.757 -0.073 0.03608 0.043 115 0.757
ENSG00000019991 -0.00302 0.03551 0.932 121 0.996 -0.00302 0.03551 0.932 121 0.996
ENSG00000019995 0.02893 0.03547 0.415 119 0.931 0.02893 0.03547 0.415 119 0.931
ENSG00000020129 -0.02006 0.03552 0.572 121 0.747 -0.02006 0.03552 0.572 121 0.747
ENSG00000020181 0.0308 0.03521 0.382 123 0.82 0.0308 0.03521 0.382 123 0.82
ENSG00000020256 -0.00532 0.03563 0.881 120 0.806 -0.00532 0.03563 0.881 120 0.806
ENSG00000020426 -0.02589 0.03952 0.512 120 0.997 -0.02589 0.03952 0.512 120 0.997
ENSG00000020577 -0.07687 0.05506 0.163 107 1 -0.07687 0.05506 0.163 107 1
ENSG00000020633 -0.04309 0.03526 0.222 122 0.998 -0.04309 0.03526 0.222 122 0.998
ENSG00000020922 -0.01143 0.0386 0.767 120 0.976 -0.01143 0.0386 0.767 120 0.976
ENSG00000021300 -0.00261 0.03498 0.941 126 0.923 -0.00261 0.03498 0.941 126 0.923
ENSG00000021355 0.01701 0.03561 0.633 119 0.837 0.01701 0.03561 0.633 119 0.837
ENSG00000021488 -0.00533 0.03568 0.881 123 0.96 -0.00533 0.03568 0.881 123 0.96
ENSG00000021574 -0.03134 0.03552 0.378 119 0.956 -0.03134 0.03552 0.378 119 0.956
ENSG00000021762 0.00177 0.03517 0.96 125 0.879 0.00177 0.03517 0.96 125 0.879
ENSG00000021776 0.00832 0.03532 0.814 123 0.881 0.00832 0.03532 0.814 123 0.881
ENSG00000021826 -0.02614 0.03603 0.468 124 0.842 -0.02614 0.03603 0.468 124 0.842
ENSG00000022267 0.03031 0.05338 0.57 114 1 0.03031 0.05338 0.57 114 1
ENSG00000022277 0.00787 0.03952 0.842 118 0.998 0.00787 0.03952 0.842 118 0.998
ENSG00000022556 0.01926 0.03512 0.584 126 0.921 0.01926 0.03512 0.584 126 0.921
ENSG00000022567 -0.01478 0.03528 0.675 124 0.955 -0.01478 0.03528 0.675 124 0.955
ENSG00000022840 0.01032 0.03556 0.772 119 0.655 0.01032 0.03556 0.772 119 0.655
ENSG00000022976 0.04879 0.03531 0.167 121 0.999 0.04879 0.03531 0.167 121 0.999
ENSG00000023041 0.04148 0.0358 0.247 122 0.737 0.04148 0.0358 0.247 122 0.737
ENSG00000023171 -0.05227 0.03936 0.184 116 0.96 -0.05227 0.03936 0.184 116 0.96
ENSG00000023191 -0.01882 0.03598 0.601 124 0.358 -0.01882 0.03598 0.601 124 0.358
ENSG00000023228 0.09139 0.03847 0.0175 121 0.986 0.09139 0.03847 0.0175 121 0.986
ENSG00000023287 -0.00991 0.0392 0.801 116 0.973 -0.00991 0.0392 0.801 116 0.973
ENSG00000023318 0.02629 0.0354 0.458 120 0.854 0.02629 0.0354 0.458 120 0.854
ENSG00000023330 -0.0062 0.03544 0.861 123 0.991 -0.0062 0.03544 0.861 123 0.991
ENSG00000023445 0.08776 0.03529 0.0129 121 0.915 0.08776 0.03529 0.0129 121 0.915
ENSG00000023516 0.05885 0.03502 0.0929 126 0.769 0.05885 0.03502 0.0929 126 0.769
ENSG00000023572 0.02357 0.03536 0.505 122 0.957 0.02357 0.03536 0.505 122 0.957
ENSG00000023608 -0.01245 0.03541 0.725 120 0.997 -0.01245 0.03541 0.725 120 0.997
ENSG00000023697 0.04048 0.03559 0.255 120 0.505 0.04048 0.03559 0.255 120 0.505
ENSG00000023734 -0.07473 0.03501 0.0328 125 0.994 -0.07473 0.03501 0.0328 125 0.994
ENSG00000023839 0.00348 0.03533 0.922 122 0.998 0.00348 0.03533 0.922 122 0.998
ENSG00000023892 -0.02088 0.03592 0.561 123 0.767 -0.02088 0.03592 0.561 123 0.767
ENSG00000023902 -0.03061 0.03847 0.426 122 0.978 -0.03061 0.03847 0.426 122 0.978
ENSG00000023909 -0.00141 0.03541 0.968 123 0.649 -0.00141 0.03541 0.968 123 0.649
ENSG00000024048 -0.01021 0.05374 0.849 109 1 -0.01021 0.05374 0.849 109 1
ENSG00000024422 -0.01573 0.03579 0.66 119 0.835 -0.01573 0.03579 0.66 119 0.835
ENSG00000024526 -0.03121 0.03604 0.387 123 0.998 -0.03121 0.03604 0.387 123 0.998
ENSG00000024862 -0.0783 0.03536 0.0268 120 0.658 -0.0783 0.03536 0.0268 120 0.658
ENSG00000025039 -0.00155 0.03582 0.965 118 0.951 -0.00155 0.03582 0.965 118 0.951
ENSG00000025156 -0.05301 0.03565 0.137 118 0.972 -0.05301 0.03565 0.137 118 0.972
ENSG00000025293 0.02875 0.03534 0.416 120 0.99 0.02875 0.03534 0.416 120 0.99
ENSG00000025423 -0.00536 0.03756 0.887 120 1 -0.00536 0.03756 0.887 120 1
ENSG00000025434 -0.0448 0.03588 0.212 118 0.996 -0.0448 0.03588 0.212 118 0.996
ENSG00000025708 -0.00307 0.03864 0.937 122 0.741 -0.00307 0.03864 0.937 122 0.741
ENSG00000025770 0.00716 0.03538 0.84 122 0.931 0.00716 0.03538 0.84 122 0.931
ENSG00000025772 -0.00472 0.0353 0.894 121 0.946 -0.00472 0.0353 0.894 121 0.946
ENSG00000025796 0.00063 0.03571 0.986 118 0.583 0.00063 0.03571 0.986 118 0.583
ENSG00000025800 0.05652 0.03556 0.112 121 0.897 0.05652 0.03556 0.112 121 0.897
ENSG00000026025 -0.01429 0.05348 0.789 111 0.999 -0.01429 0.05348 0.789 111 0.999
ENSG00000026036 0.03219 0.0362 0.374 120 0.983 0.03219 0.0362 0.374 120 0.983
ENSG00000026103 0.03797 0.03592 0.291 119 0.895 0.03797 0.03592 0.291 119 0.895
ENSG00000026297 0.02482 0.03939 0.529 111 0.977 0.02482 0.03939 0.529 111 0.977
ENSG00000026508 -0.03954 0.03538 0.264 122 0.87 -0.03954 0.03538 0.264 122 0.87
ENSG00000026559 0.0471 0.03571 0.187 118 0.536 0.0471 0.03571 0.187 118 0.536
ENSG00000026652 -0.05361 0.03537 0.13 121 0.872 -0.05361 0.03537 0.13 121 0.872
ENSG00000026751 0.0148 0.03504 0.673 124 0.878 0.0148 0.03504 0.673 124 0.878
ENSG00000026950 -0.03814 0.0354 0.281 120 0.665 -0.03814 0.0354 0.281 120 0.665
ENSG00000027001 0.02992 0.03525 0.396 122 0.836 0.02992 0.03525 0.396 122 0.836
ENSG00000027075 0.02444 0.03478 0.482 129 0.65 0.02444 0.03478 0.482 129 0.65
ENSG00000027697 -0.04092 0.03534 0.247 121 0.905 -0.04092 0.03534 0.247 121 0.905
ENSG00000027847 0.05314 0.03529 0.132 121 0.943 0.05314 0.03529 0.132 121 0.943
ENSG00000027869 -0.0309 0.03547 0.384 121 0.982 -0.0309 0.03547 0.384 121 0.982
ENSG00000028116 -0.04477 0.03899 0.251 116 0.997 -0.04477 0.03899 0.251 116 0.997
ENSG00000028137 0.04358 0.03534 0.217 121 0.712 0.04358 0.03534 0.217 121 0.712
ENSG00000028203 0.02703 0.03512 0.442 125 0.965 0.02703 0.03512 0.442 125 0.965
ENSG00000028277 0.09845 0.03588 0.00607 119 0.937 0.09845 0.03588 0.00607 119 0.937
ENSG00000028310 0.02324 0.03539 0.511 121 0.997 0.02324 0.03539 0.511 121 0.997
ENSG00000028528 -0.00195 0.03511 0.956 125 0.909 -0.00195 0.03511 0.956 125 0.909
ENSG00000028839 -0.07724 0.05359 0.15 112 1 -0.07724 0.05359 0.15 112 1
ENSG00000029153 0.07507 0.03543 0.0341 127 0.932 0.07507 0.03543 0.0341 127 0.932
ENSG00000029363 -0.01667 0.03579 0.641 117 0.959 -0.01667 0.03579 0.641 117 0.959
ENSG00000029364 -0.02626 0.03499 0.453 125 0.991 -0.02626 0.03499 0.453 125 0.991
ENSG00000029534 0.02851 0.03546 0.421 120 0.669 0.02851 0.03546 0.421 120 0.669
ENSG00000029639 0.00819 0.03511 0.815 126 0.772 0.00819 0.03511 0.815 126 0.772
ENSG00000029725 -0.00387 0.0351 0.912 124 0.896 -0.00387 0.0351 0.912 124 0.896
ENSG00000029993 -0.01124 0.07043 0.873 97 1 -0.01124 0.07043 0.873 97 1
ENSG00000030066 -0.03527 0.03553 0.321 121 0.9 -0.03527 0.03553 0.321 121 0.9
ENSG00000030110 -0.08214 0.05542 0.138 102 1 -0.08214 0.05542 0.138 102 1
ENSG00000030419 0.02254 0.03515 0.521 124 0.992 0.02254 0.03515 0.521 124 0.992
ENSG00000030582 -0.01361 0.03498 0.697 125 0.921 -0.01361 0.03498 0.697 125 0.921
ENSG00000031003 -0.03839 0.03547 0.279 119 0.592 -0.03839 0.03547 0.279 119 0.592
ENSG00000031081 -0.0384 0.03922 0.328 118 1 -0.0384 0.03922 0.328 118 1
ENSG00000031691 0.00767 0.03539 0.828 122 0.996 0.00767 0.03539 0.828 122 0.996
ENSG00000031698 0.09449 0.03533 0.00749 122 0.997 0.09449 0.03533 0.00749 122 0.997
ENSG00000031823 -0.00978 0.03558 0.783 119 0.741 -0.00978 0.03558 0.783 119 0.741
ENSG00000032219 0.016 0.03513 0.649 123 0.965 0.016 0.03513 0.649 123 0.965
ENSG00000032389 -0.0327 0.03572 0.36 124 0.855 -0.0327 0.03572 0.36 124 0.855
ENSG00000032444 -0.02893 0.03516 0.411 122 0.996 -0.02893 0.03516 0.411 122 0.996
ENSG00000032742 0.00839 0.03506 0.811 124 0.999 0.00839 0.03506 0.811 124 0.999
ENSG00000033011 0.07065 0.03698 0.056 122 0.827 0.07065 0.03698 0.056 122 0.827
ENSG00000033030 0.06995 0.03529 0.0475 123 0.991 0.06995 0.03529 0.0475 123 0.991
ENSG00000033050 0.03905 0.03569 0.274 117 0.587 0.03905 0.03569 0.274 117 0.587
ENSG00000033100 -0.01152 0.03636 0.751 121 0.338 -0.01152 0.03636 0.751 121 0.338
ENSG00000033122 -0.0336 0.04668 0.472 115 0.992 -0.0336 0.04668 0.472 115 0.992
ENSG00000033170 -0.01769 0.03567 0.62 120 0.462 -0.01769 0.03567 0.62 120 0.462
ENSG00000033178 -0.03437 0.03514 0.328 123 0.992 -0.03437 0.03514 0.328 123 0.992
ENSG00000033327 -0.04471 0.03572 0.211 118 0.654 -0.04471 0.03572 0.211 118 0.654
ENSG00000033627 -0.04095 0.03525 0.245 121 0.987 -0.04095 0.03525 0.245 121 0.987
ENSG00000033800 -0.02447 0.03523 0.487 124 0.871 -0.02447 0.03523 0.487 124 0.871
ENSG00000033867 0.0454 0.03552 0.201 120 0.682 0.0454 0.03552 0.201 120 0.682
ENSG00000034053 0.03514 0.03545 0.322 122 0.98 0.03514 0.03545 0.322 122 0.98
ENSG00000034063 -0.03543 0.06124 0.563 100 1 -0.03543 0.06124 0.563 100 1
ENSG00000034152 -0.01144 0.0352 0.745 124 0.592 -0.01144 0.0352 0.745 124 0.592
ENSG00000034239 -0.07516 0.03542 0.0338 123 0.995 -0.07516 0.03542 0.0338 123 0.995
ENSG00000034510 0.00208 0.05374 0.969 111 1 0.00208 0.05374 0.969 111 1
ENSG00000034533 0.03303 0.035 0.345 125 0.932 0.03303 0.035 0.345 125 0.932
ENSG00000034677 -0.00646 0.03536 0.855 123 0.998 -0.00646 0.03536 0.855 123 0.998
ENSG00000034693 0.02438 0.03523 0.489 124 0.986 0.02438 0.03523 0.489 124 0.986
ENSG00000034713 0.00531 0.03541 0.881 120 0.971 0.00531 0.03541 0.881 120 0.971
ENSG00000035115 -0.01706 0.03597 0.635 119 0.995 -0.01706 0.03597 0.635 119 0.995
ENSG00000035141 0.02135 0.03532 0.546 120 0.996 0.02135 0.03532 0.546 120 0.996
ENSG00000035403 -0.01038 0.03508 0.767 124 0.943 -0.01038 0.03508 0.767 124 0.943
ENSG00000035499 -0.03626 0.03524 0.304 126 0.97 -0.03626 0.03524 0.304 126 0.97
ENSG00000035664 -0.0606 0.03557 0.0884 121 0.711 -0.0606 0.03557 0.0884 121 0.711
ENSG00000035681 -0.06914 0.0351 0.0489 124 0.876 -0.06914 0.0351 0.0489 124 0.876
ENSG00000035687 -0.06777 0.03619 0.0611 120 0.926 -0.06777 0.03619 0.0611 120 0.926
ENSG00000035720 0.02743 0.03896 0.481 120 0.917 0.02743 0.03896 0.481 120 0.917
ENSG00000035862 -0.00176 0.03902 0.964 118 0.995 -0.00176 0.03902 0.964 118 0.995
ENSG00000035928 -0.03111 0.03546 0.38 120 0.977 -0.03111 0.03546 0.38 120 0.977
ENSG00000036054 -0.00939 0.05324 0.86 112 1 -0.00939 0.05324 0.86 112 1
ENSG00000036257 -0.02744 0.03576 0.443 122 0.864 -0.02744 0.03576 0.443 122 0.864
ENSG00000036448 0.05274 0.03544 0.137 121 0.946 0.05274 0.03544 0.137 121 0.946
ENSG00000036530 -0.09766 0.0556 0.079 101 0.998 -0.09766 0.0556 0.079 101 0.998
ENSG00000036549 -0.0357 0.03549 0.315 121 0.987 -0.0357 0.03549 0.315 121 0.987
ENSG00000036565 -0.05795 0.03507 0.0985 124 0.952 -0.05795 0.03507 0.0985 124 0.952
ENSG00000037042 0.03527 0.03864 0.361 123 0.84 0.03527 0.03864 0.361 123 0.84
ENSG00000037241 -0.0036 0.08791 0.967 82 1 -0.0036 0.08791 0.967 82 1
ENSG00000037280 0.03533 0.03894 0.364 118 0.992 0.03533 0.03894 0.364 118 0.992
ENSG00000037474 0.01968 0.03498 0.574 125 0.935 0.01968 0.03498 0.574 125 0.935
ENSG00000037637 0.03962 0.03507 0.259 124 0.993 0.03962 0.03507 0.259 124 0.993
ENSG00000037749 -0.06056 0.03517 0.085 123 0.733 -0.06056 0.03517 0.085 123 0.733
ENSG00000037757 -0.01123 0.03556 0.752 120 0.628 -0.01123 0.03556 0.752 120 0.628
ENSG00000037897 -0.05011 0.04128 0.225 120 0.999 -0.05011 0.04128 0.225 120 0.999
ENSG00000038002 0.01068 0.03522 0.762 123 0.711 0.01068 0.03522 0.762 123 0.711
ENSG00000038210 -0.01365 0.0352 0.698 125 0.916 -0.01365 0.0352 0.698 125 0.916
ENSG00000038219 0.0317 0.03928 0.42 122 0.977 0.0317 0.03928 0.42 122 0.977
ENSG00000038274 -0.08608 0.03526 0.0146 123 0.93 -0.08608 0.03526 0.0146 123 0.93
ENSG00000038358 0.00512 0.03504 0.884 127 0.522 0.00512 0.03504 0.884 127 0.522
ENSG00000038382 -0.05485 0.03537 0.121 121 0.849 -0.05485 0.03537 0.121 121 0.849
ENSG00000038427 0.0729 0.03522 0.0385 122 0.964 0.0729 0.03522 0.0385 122 0.964
ENSG00000038532 -0.01768 0.03871 0.648 121 0.976 -0.01768 0.03871 0.648 121 0.976
ENSG00000038945 0.02508 0.03594 0.485 116 0.962 0.02508 0.03594 0.485 116 0.962
ENSG00000039068 -0.0398 0.03576 0.266 118 0.739 -0.0398 0.03576 0.266 118 0.739
ENSG00000039123 0.0313 0.05395 0.562 110 1 0.0313 0.05395 0.562 110 1
ENSG00000039319 -0.04293 0.03573 0.23 122 0.889 -0.04293 0.03573 0.23 122 0.889
ENSG00000039523 0.02078 0.03559 0.559 120 0.778 0.02078 0.03559 0.559 120 0.778
ENSG00000039560 0.06171 0.03515 0.0791 123 0.986 0.06171 0.03515 0.0791 123 0.986
ENSG00000039600 -0.04607 0.03606 0.201 125 0.964 -0.04607 0.03606 0.201 125 0.964
ENSG00000039650 0.00519 0.03609 0.886 121 0.676 0.00519 0.03609 0.886 121 0.676
ENSG00000039987 -0.00366 0.03667 0.921 119 0.816 -0.00366 0.03667 0.921 119 0.816
ENSG00000040199 0.09468 0.03536 0.00741 123 0.97 0.09468 0.03536 0.00741 123 0.97
ENSG00000040275 0.03451 0.03903 0.377 124 0.951 0.03451 0.03903 0.377 124 0.951
ENSG00000040341 -0.06427 0.03519 0.0678 123 0.991 -0.06427 0.03519 0.0678 123 0.991
ENSG00000040487 -0.03081 0.03518 0.381 125 0.794 -0.03081 0.03518 0.381 125 0.794
ENSG00000040531 -0.06293 0.03551 0.0764 120 0.463 -0.06293 0.03551 0.0764 120 0.463
ENSG00000040608 0.03703 0.03491 0.289 127 0.772 0.03703 0.03491 0.289 127 0.772
ENSG00000040633 -0.02039 0.03502 0.56 125 0.752 -0.02039 0.03502 0.56 125 0.752
ENSG00000040933 0.02679 0.03527 0.447 122 0.924 0.02679 0.03527 0.447 122 0.924
ENSG00000041353 -0.06999 0.03545 0.0483 122 0.655 -0.06999 0.03545 0.0483 122 0.655
ENSG00000041357 -0.03216 0.03526 0.362 121 0.982 -0.03216 0.03526 0.362 121 0.982
ENSG00000041515 0.00825 0.03889 0.832 117 0.999 0.00825 0.03889 0.832 117 0.999
ENSG00000041802 -0.03008 0.03919 0.443 114 0.98 -0.03008 0.03919 0.443 114 0.98
ENSG00000041880 0.01954 0.0396 0.622 116 0.92 0.01954 0.0396 0.622 116 0.92
ENSG00000041982 -0.04127 0.03641 0.257 124 0.981 -0.04127 0.03641 0.257 124 0.981
ENSG00000041988 0.00963 0.05375 0.858 112 1 0.00963 0.05375 0.858 112 1
ENSG00000042062 -0.04603 0.03578 0.198 121 1 -0.04603 0.03578 0.198 121 1
ENSG00000042088 0.02903 0.03514 0.409 124 0.978 0.02903 0.03514 0.409 124 0.978
ENSG00000042286 0.06419 0.03513 0.0677 124 0.924 0.06419 0.03513 0.0677 124 0.924
ENSG00000042317 0.03441 0.03541 0.331 124 0.79 0.03441 0.03541 0.331 124 0.79
ENSG00000042429 -0.01519 0.03844 0.693 127 0.847 -0.01519 0.03844 0.693 127 0.847
ENSG00000042445 -0.00946 0.05574 0.865 98 1 -0.00946 0.05574 0.865 98 1
ENSG00000042493 -0.03051 0.0526 0.562 119 1 -0.03051 0.0526 0.562 119 1
ENSG00000042753 -0.03319 0.03562 0.351 121 0.933 -0.03319 0.03562 0.351 121 0.933
ENSG00000042832 -0.02663 0.03552 0.453 123 0.708 -0.02663 0.03552 0.453 123 0.708
ENSG00000042980 -0.05372 0.03665 0.143 117 0.338 -0.05372 0.03665 0.143 117 0.338
ENSG00000043093 -0.01064 0.05401 0.844 110 1 -0.01064 0.05401 0.844 110 1
ENSG00000043143 0.00051 0.03882 0.99 119 0.865 0.00051 0.03882 0.99 119 0.865
ENSG00000043462 -0.03329 0.03572 0.351 118 0.959 -0.03329 0.03572 0.351 118 0.959
ENSG00000043514 0.00318 0.03508 0.928 124 0.87 0.00318 0.03508 0.928 124 0.87
ENSG00000043591 -0.00429 0.03847 0.911 122 0.981 -0.00429 0.03847 0.911 122 0.981
ENSG00000044090 0.05074 0.03517 0.149 123 0.828 0.05074 0.03517 0.149 123 0.828
ENSG00000044115 0.04678 0.03529 0.185 123 0.505 0.04678 0.03529 0.185 123 0.505
ENSG00000044446 -0.02852 0.06827 0.676 102 1 -0.02852 0.06827 0.676 102 1
ENSG00000044459 -0.08552 0.03536 0.0156 122 0.964 -0.08552 0.03536 0.0156 122 0.964
ENSG00000044574 -0.02697 0.03554 0.448 118 0.965 -0.02697 0.03554 0.448 118 0.965
ENSG00000046604 -0.00016 0.03947 0.997 122 0.967 -0.00016 0.03947 0.997 122 0.967
ENSG00000046647 -0.02124 0.05383 0.693 110 1 -0.02124 0.05383 0.693 110 1
ENSG00000046651 0.14848 0.07171 0.0384 92 1 0.14848 0.07171 0.0384 92 1
ENSG00000046653 -0.00371 0.06936 0.957 102 1 -0.00371 0.06936 0.957 102 1
ENSG00000047056 -0.03029 0.03521 0.39 124 0.956 -0.03029 0.03521 0.39 124 0.956
ENSG00000047188 -0.00671 0.03558 0.85 117 0.811 -0.00671 0.03558 0.85 117 0.811
ENSG00000047230 -0.00676 0.06986 0.923 97 1 -0.00676 0.06986 0.923 97 1
ENSG00000047249 -0.04105 0.03501 0.241 125 0.996 -0.04105 0.03501 0.241 125 0.996
ENSG00000047315 -0.02103 0.05368 0.695 113 1 -0.02103 0.05368 0.695 113 1
ENSG00000047346 -0.05891 0.0395 0.136 119 0.997 -0.05891 0.0395 0.136 119 0.997
ENSG00000047365 -0.05385 0.039 0.167 118 0.766 -0.05385 0.039 0.167 118 0.766
ENSG00000047410 0.0756 0.03546 0.033 119 0.973 0.0756 0.03546 0.033 119 0.973
ENSG00000047457 0.04147 0.03673 0.259 121 1 0.04147 0.03673 0.259 121 1
ENSG00000047578 0.0096 0.03892 0.805 122 0.971 0.0096 0.03892 0.805 122 0.971
ENSG00000047579 -0.00588 0.03578 0.869 118 0.501 -0.00588 0.03578 0.869 118 0.501
ENSG00000047597 0.05315 0.06989 0.447 98 1 0.05315 0.06989 0.447 98 1
ENSG00000047617 -0.09424 0.04088 0.0211 122 0.996 -0.09424 0.04088 0.0211 122 0.996
ENSG00000047621 0.03143 0.03548 0.376 120 0.953 0.03143 0.03548 0.376 120 0.953
ENSG00000047634 -0.12328 0.06959 0.0765 101 1 -0.12328 0.06959 0.0765 101 1
ENSG00000047644 0.0551 0.07194 0.444 91 1 0.0551 0.07194 0.444 91 1
ENSG00000047648 -0.00893 0.06925 0.897 96 1 -0.00893 0.06925 0.897 96 1
ENSG00000047662 -0.06504 0.04489 0.147 116 1 -0.06504 0.04489 0.147 116 1
ENSG00000047849 0.04018 0.03614 0.266 120 1 0.04018 0.03614 0.266 120 1
ENSG00000047932 -0.01125 0.03526 0.75 122 0.759 -0.01125 0.03526 0.75 122 0.759
ENSG00000048028 0.01291 0.03526 0.714 122 0.995 0.01291 0.03526 0.714 122 0.995
ENSG00000048052 0.03516 0.03515 0.317 123 0.929 0.03516 0.03515 0.317 123 0.929
ENSG00000048140 0.03332 0.03536 0.346 123 0.974 0.03332 0.03536 0.346 123 0.974
ENSG00000048162 0.03751 0.0388 0.334 117 0.968 0.03751 0.0388 0.334 117 0.968
ENSG00000048342 0.01529 0.0389 0.694 120 0.938 0.01529 0.0389 0.694 120 0.938
ENSG00000048392 0.01883 0.03531 0.594 123 0.631 0.01883 0.03531 0.594 123 0.631
ENSG00000048405 -0.0438 0.03575 0.221 118 0.88 -0.0438 0.03575 0.221 118 0.88
ENSG00000048462 -0.00397 0.03505 0.91 125 0.691 -0.00397 0.03505 0.91 125 0.691
